RedFighter,BlueFighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Date,Location,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,EmptyArena,BMatchWCRank,RMatchWCRank,RWFlyweightRank,RWFeatherweightRank,RWStrawweightRank,RWBantamweightRank,RHeavyweightRank,RLightHeavyweightRank,RMiddleweightRank,RWelterweightRank,RLightweightRank,RFeatherweightRank,RBantamweightRank,RFlyweightRank,RPFPRank,BWFlyweightRank,BWFeatherweightRank,BWStrawweightRank,BWBantamweightRank,BHeavyweightRank,BLightHeavyweightRank,BMiddleweightRank,BWelterweightRank,BLightweightRank,BFeatherweightRank,BBantamweightRank,BFlyweightRank,BPFPRank,BetterRank,Finish,FinishDetails,FinishRound,FinishRoundTime,TotalFightTimeSecs,RedDecOdds,BlueDecOdds,RSubOdds,BSubOdds,RKOOdds,BKOOdds
Weili Zhang,Jessica Aguilar,-550,425,18.1818,425,11/24/2018,"Beijing, China", China,Red,FALSE,Women's Strawweight,FEMALE,3,0,1,0,85,0.513,0,1.3333,0.267,1,2,9,0,0,0,1,0,0,0,1,Orthodox,160.02,160.02,115,0,1,0,77,0.39,0,1,0.5,1,0,3,0,0,0,1,0,0,0,1,Switch,162.56,160.02,115,29,36,0,0,0,0,-2,6,0,0,0,-2.54,0,-7,8,0,0.3333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Armbar,1,3:41,221,-180,509,865,1750,370,2975
Liu Pingyuan,Martin Day,-170,150,58.8235,150,11/24/2018,"Beijing, China", China,Red,FALSE,Bantamweight,MALE,3,0,0,0,,0.49,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,185.42,135,0,1,0,32,0.41,2,1,1,1,0,3,0,0,0,1,0,0,0,1,Orthodox,167.64,182.88,135,25,30,0,-1,-1,-1,0,-3,0,0,0,10.16,2.54,-5,-32,-2,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,,320,,1185,,569
Yan Xiaonan,Syuri Kondo,-360,300,27.7778,300,11/24/2018,"Beijing, China", China,Red,FALSE,Women's Strawweight,FEMALE,3,1,0,0,68.5,0.565,0,0,0,1,1,4,0,0,1,0,0,0,0,1,Orthodox,162.56,167.64,115,0,2,0,83.5,0.38,0,0,0,2,0,6,0,0,0,2,0,0,0,2,Orthodox,165.1,160.02,115,29,29,-1,-2,-1,-1,-1,-2,0,0,0,-2.54,7.62,0,-15,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,500,,1750,,1200
Kevin Holland,John Phillips,-590,445,16.9492,445,11/24/2018,"Beijing, China", China,Red,FALSE,Middleweight,MALE,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Southpaw,180.34,190.5,185,1,0,0,31,0.56,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,190.5,205.74,185,26,33,0,0,0,0,0,-2,0,0,0,-10.16,-15.24,-7,-31,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,3,4:05,845,335,1150,135,1833,200,625
Su Mudaerji,Louis Smolka,150,-170,150,58.8235,11/24/2018,"Beijing, China", China,Blue,FALSE,Bantamweight,MALE,3,4,0,0,47.2,0.463,1.8,1.3,0.295,4,5,26,0,0,0,2,2,1,0,5,Orthodox,175.26,172.72,135,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,172.72,182.88,135,22,27,-4,0,4,5,-5,26,0,2,1,2.54,-10.16,-5,47.2,1.8,1.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Armbar,2,2:07,427,,660,,-110,,540
Neil Magny,Santiago Ponzinibbio,175,-210,175,47.619,11/17/2018,"Buenos Aires, Buenos Aires, Argentina", Argentina,Blue,FALSE,Welterweight,MALE,5,0,6,0,40,0.417,0,0.4,0.133,6,2,21,0,0,0,4,4,0,0,8,Orthodox,182.88,185.42,170,0,2,0,43.9474,0.435,0.2632,2.1579,0.437,7,5,48,0,0,1,7,5,1,0,14,Orthodox,190.5,203.2,170,31,32,0,4,-1,-6,3,-27,0,-1,-1,-7.62,-17.78,-1,-3.9474,-0.2632,-1.7579,0,10,8,,,,,,,,8,,,,,,,,,,,,,10,,,,,,Red,KO/TKO,Punch,4,2:36,1056,450,450,750,1000,800,-140
Ricardo Lamas,Darren Elkins,-175,155,57.1429,155,11/17/2018,"Buenos Aires, Buenos Aires, Argentina", Argentina,Red,FALSE,Featherweight,MALE,3,1,0,0,38.3684,0.336,1.1053,2.0526,0.334,6,5,48,0,0,2,8,3,1,0,14,Orthodox,177.8,180.34,145,2,0,0,29.5714,0.472,0.7143,0.9286,0.28,4,5,31,1,0,0,3,3,3,0,9,Orthodox,172.72,180.34,145,36,34,1,0,2,5,0,17,-1,0,-2,5.08,0,2,8.797,0.391,1.1241,0,13,12,,,,,,,,,,12,,,,,,,,,,,,,13,,,,Red,KO/TKO,Elbows,3,4:09,849,170,225,550,1400,350,1000
Khalil Rountree Jr.,Johnny Walker,-155,135,64.5161,135,11/17/2018,"Buenos Aires, Buenos Aires, Argentina", Argentina,Blue,FALSE,Light Heavyweight,MALE,3,0,0,0,,0.69,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,195.58,208.28,205,0,1,0,16,0.507,0.1667,0,0,2,3,10,1,0,0,0,3,0,0,3,Southpaw,185.42,193.04,205,28,26,0,-1,-2,-3,3,-10,-1,-3,0,10.16,15.24,2,-16,-0.1667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Elbow,1,1:57,117,,600,,650,,325
Cezar Ferreira,Ian Heinisch,-185,160,54.0541,160,11/17/2018,"Buenos Aires, Buenos Aires, Argentina", Argentina,Blue,FALSE,Middleweight,MALE,3,0,0,0,,0.5,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,185,0,2,0,17.8462,0.442,0.3846,1.7692,0.449,3,4,28,1,0,2,4,0,3,0,9,Southpaw,185.42,198.12,185,33,30,0,-2,-3,-9,4,-28,-1,0,-3,-5.08,-15.24,3,-17.8462,-0.3846,-1.7692,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,325,550,150,2000,700,250
Guido Cannetti,Marlon Vera,260,-320,260,31.25,11/17/2018,"Buenos Aires, Buenos Aires, Argentina", Argentina,Blue,FALSE,Bantamweight,MALE,3,0,1,0,38.5556,0.432,0.8889,0.4444,0.193,3,4,23,0,0,0,1,2,2,0,5,Switch,172.72,177.8,135,0,1,0,27.75,0.51,0.25,1.75,0.475,1,2,9,0,0,0,2,0,0,0,2,Southpaw,167.64,172.72,135,38,25,0,0,2,3,-2,14,0,2,2,5.08,5.08,13,10.8056,0.6389,-1.3056,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,2,1:31,391,350,300,1600,175,800,300
Cynthia Calvillo,Poliana Botelho,150,-170,150,58.8235,11/17/2018,"Buenos Aires, Buenos Aires, Argentina", Argentina,Red,FALSE,Women's Strawweight,FEMALE,3,0,2,0,38,0.66,0,0.5,0.5,2,0,4,0,0,0,1,1,0,0,2,Orthodox,172.72,170.18,115,1,0,0,38.75,0.4,2,1.25,0.683,3,1,10,0,0,0,1,0,2,0,3,Orthodox,162.56,162.56,115,31,29,1,2,-1,-1,1,-6,0,1,-2,10.16,7.62,2,-0.75,-2,-0.75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1,4:48,288,350,200,250,1400,1400,225
Michel Prazeres,Bartosz Fabinski,-145,125,68.9655,125,11/17/2018,"Buenos Aires, Buenos Aires, Argentina", Argentina,Red,FALSE,Welterweight,MALE,3,0,3,0,33.6667,0.71,0,7.3333,0.7,3,0,9,0,0,0,3,0,0,0,3,Orthodox,182.88,190.5,170,0,7,0,33.4545,0.483,0.5455,3.7273,0.419,7,2,31,0,0,3,4,0,2,0,9,Orthodox,167.64,170.18,170,37,32,0,-4,-4,-6,2,-22,0,0,-2,15.24,20.32,5,0.2121,-0.5455,3.6061,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,1,1:02,62,172,165,510,1400,884,1030
Alexandre Pantoja,Ulka Sasaki,-320,260,31.25,260,11/17/2018,"Buenos Aires, Buenos Aires, Argentina", Argentina,Red,FALSE,Flyweight,MALE,3,0,1,0,16.5,0.438,0.625,1.625,0.304,1,4,15,0,0,0,0,0,4,0,4,Southpaw,177.8,180.34,125,0,1,0,63.5,0.435,1.25,0.75,0.583,2,1,12,0,0,1,1,0,1,0,3,Orthodox,165.1,170.18,125,28,29,0,0,-1,1,-3,3,0,0,3,12.7,10.16,-1,-47,-0.625,0.875,0,15,9,,,,,,,,,,,,9,,,,,,,,,,,,,15,,Red,,,,,,155,474,245,575,514,1775
Humberto Bandenay,Austin Arnett,-235,195,42.5532,195,11/17/2018,"Buenos Aires, Buenos Aires, Argentina", Argentina,Blue,FALSE,Featherweight,MALE,3,2,0,0,27.5,0.34,0,0.5,0.5,0,2,5,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,145,1,0,0,3.5,0.855,0.5,0,0,1,1,2,0,0,0,0,1,0,0,1,Southpaw,180.34,181.61,145,24,27,-1,0,-1,-1,-1,3,0,-1,0,2.54,1.27,-3,24,-0.5,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,309,750,320,590,200,525
Laureano Staropoli,Hector Aldana,100,-120,100,83.3333,11/17/2018,"Buenos Aires, Buenos Aires, Argentina", Argentina,Red,FALSE,Welterweight,MALE,3,1,0,0,39,0.43,0,2,1,0,1,2,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,170,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,180.34,170,25,30,-1,0,0,0,-1,2,0,0,0,-5.08,2.54,-5,39,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,447,525,1050,905,220,190
Devin Powell,Jesus Pinedo,200,-240,200,41.6667,11/17/2018,"Buenos Aires, Buenos Aires, Argentina", Argentina,Blue,FALSE,Lightweight,MALE,3,0,0,0,,0.38,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,177.8,188,155,0,1,0,25.6667,0.423,0.6667,0,0,1,2,7,0,0,0,0,1,0,0,1,Orthodox,182.88,185.42,155,30,22,0,-1,-1,-1,2,-7,0,-1,0,-5.08,2.58,8,-25.6667,-0.6667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,705,200,365,635,850,225
Nad Narimani,Anderson Dos Santos,-420,335,23.8095,335,11/17/2018,"Buenos Aires, Buenos Aires, Argentina", Argentina,Red,FALSE,Featherweight,MALE,3,0,0,0,,0.26,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,177.8,135,0,1,0,45,0.65,0,6,0.54,1,0,3,0,0,0,1,0,0,0,1,Orthodox,172.72,177.8,145,31,33,0,-1,-1,-1,0,-3,0,0,0,-7.62,0,-2,-45,0,-6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,116,920,265,725,552,1020
Chan Sung Jung,Yair Rodriguez,110,-130,110,76.9231,11/10/2018,"Denver, Colorado, USA", USA,Blue,FALSE,Featherweight,MALE,5,1,0,0,51.1429,0.45,1.1429,1.1429,0.436,6,1,20,1,0,2,2,2,0,0,6,Orthodox,180.34,180.34,145,0,1,0,28.8,0.4,0.8,1,0.3,3,1,12,1,0,0,0,2,2,0,4,Orthodox,170.18,182.88,145,31,26,-1,-1,3,2,0,8,0,0,-2,10.16,-2.54,5,22.3429,0.3429,0.1429,0,15,10,,,,,,,,,,10,,,,,,,,,,,,,15,,,,Red,KO/TKO,Elbow,5,4:59,1499,500,460,375,1000,370,240
Donald Cerrone,Mike Perry,170,-200,170,50,11/10/2018,"Denver, Colorado, USA", USA,Red,FALSE,Welterweight,MALE,3,0,1,0,44.125,0.483,0,0.5,0.239,2,3,19,0,0,1,0,4,0,0,5,Orthodox,177.8,180.34,170,1,0,0,43.6786,0.494,0.3571,0.7143,0.291,8,8,60,1,0,0,6,9,5,0,20,Orthodox,185.42,185.42,155,35,27,1,1,-6,-15,5,-41,-1,-5,-5,-7.62,-5.08,8,0.4464,-0.3571,-0.2143,0,,12,,,,,,,,12,,,,,,,,,,,,,,,,,,,Red,SUB,Armbar,1,4:46,286,325,400,650,3300,550,-120
Raquel Pennington,Germaine de Randamie,180,-220,180,45.4545,11/10/2018,"Denver, Colorado, USA", USA,Blue,FALSE,Women's Bantamweight,FEMALE,3,0,3,0,35.6,0.45,0,0,0,3,1,12,1,0,1,1,2,0,0,4,Orthodox,175.26,180.34,135,1,0,0,51.4444,0.513,1,1.2222,0.542,4,3,26,1,0,1,3,0,2,0,6,Orthodox,170.18,170.18,135,30,34,1,3,-1,-2,2,-14,0,2,-2,5.08,10.16,-4,-15.8444,-1,-1.2222,0,5,4,,,,4,,,,,,,,,,,,,5,,,,,,,,,,Red,U-DEC,,3,5:00,900,225,105,700,2200,1800,275
Beneil Dariush,Thiago Moises,-160,140,62.5,140,11/10/2018,"Denver, Colorado, USA", USA,Red,FALSE,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,155,3,0,0,36.4615,0.468,0.3846,0.6923,0.224,5,5,27,0,0,1,3,1,3,0,8,Southpaw,177.8,182.88,155,29,23,3,0,-5,-8,5,-27,0,-1,-3,-2.54,-5.08,6,-36.4615,-0.3846,-0.6923,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,165,450,650,600,420,370
Maycee Barber,Hannah Cifers,-470,375,21.2766,375,11/10/2018,"Denver, Colorado, USA", USA,Red,FALSE,Women's Strawweight,FEMALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,154.94,160.02,115,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Switch,165.1,165.1,125,20,26,0,0,0,0,0,0,0,0,0,-10.16,-5.08,-6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2,2:01,421,125,550,250,1600,325,900
Michael Trizano,Luis Pena,145,-165,145,60.6061,11/10/2018,"Denver, Colorado, USA", USA,Red,FALSE,Lightweight,MALE,3,0,1,0,8,0.34,1,1,1,1,0,1,0,0,0,0,0,1,0,1,Southpaw,190.5,190.5,155,0,1,0,42,0.59,1,0,0,1,0,3,1,0,1,0,0,0,0,1,Orthodox,180.34,180.34,155,26,25,0,0,0,0,0,-2,-1,0,1,10.16,10.16,1,-34,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,230,325,700,150,1000,550
Ashley Yoder,Amanda Cooper,-140,120,71.4286,120,11/10/2018,"Denver, Colorado, USA", USA,Red,FALSE,Women's Strawweight,FEMALE,3,1,0,0,24.6,0.36,0.8,0.6,0.198,1,3,8,1,0,0,1,1,0,0,2,Switch,160.02,162.56,115,3,0,0,40.6667,0.323,0,1.3333,0.333,0,3,9,0,0,0,0,0,0,0,0,Southpaw,170.18,175.26,115,31,27,2,0,1,2,0,-1,1,1,0,-10.16,-12.7,4,-16.0667,0.8,-0.7333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,189,175,260,1500,1600,927
Chas Skelly,Bobby Moffett,100,-120,100,83.3333,11/10/2018,"Denver, Colorado, USA", USA,Blue,FALSE,Featherweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,187.96,145,1,0,0,17.8889,0.442,1.5556,1.1111,0.339,4,3,20,0,0,0,1,1,4,0,6,Orthodox,180.34,182.88,145,33,28,1,0,-4,-6,3,-20,0,-1,-4,-2.54,5.08,5,-17.8889,-1.5556,-1.1111,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,Overturned,D'Arce Choke,2,2:43,463,249,175,431,625,850,649
Davi Ramos,John Gunther,-1000,650,10,650,11/10/2018,"Denver, Colorado, USA", USA,Red,FALSE,Lightweight,MALE,3,0,1,0,27,0.38,0,8,0.42,1,0,3,0,1,0,0,0,0,0,1,Orthodox,175.26,182.88,155,0,2,0,32,0.407,0.6667,2,0.517,2,1,7,0,0,0,0,0,2,0,2,Orthodox,167.64,177.8,155,32,32,0,-1,-1,-1,1,-4,0,0,-2,7.62,5.08,0,-5,-0.6667,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1,1:57,117,610,942,-280,3425,485,2400
Devonte Smith,Julian Erosa,-230,210,43.4783,210,11/10/2018,"Denver, Colorado, USA", USA,Red,FALSE,Lightweight,MALE,3,1,0,0,38.5,0.46,1,1.5,0.83,1,1,5,0,0,1,0,0,0,0,1,Southpaw,185.42,187.96,145,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,193.04,155,25,29,-1,0,1,1,-1,5,0,0,0,10.16,-5.08,-4,38.5,1,1.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1,0:46,46,485,425,1545,825,-145,649
Joseph Morales,Eric Shelton,125,-145,125,68.9655,11/10/2018,"Denver, Colorado, USA", USA,Blue,FALSE,Flyweight,MALE,3,1,0,0,47.5,0.45,0.25,2.5,0.385,1,3,12,0,0,0,1,0,0,0,1,Orthodox,167.64,172.72,125,1,0,0,10.5,0.41,0.5,0,0,1,1,3,0,0,0,0,0,1,0,1,Switch,167.64,175.26,125,24,27,0,0,0,0,-2,9,0,0,-1,0,-2.54,-3,37,-0.25,2.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,316,120,525,1115,527,850
Mark De La Rosa,Joby Sanchez,-230,190,43.4783,190,11/10/2018,"Denver, Colorado, USA", USA,Red,FALSE,Bantamweight,MALE,3,2,0,0,33.5,0.263,0.25,0.5,0.25,1,3,9,0,0,1,0,0,0,0,1,Orthodox,167.64,172.72,135,0,1,0,13.5,0.53,0.5,1,0.33,1,1,4,0,0,0,0,0,1,0,1,Orthodox,167.64,165.1,135,24,27,-2,-1,0,0,-2,5,0,0,-1,0,7.62,-3,20,-0.25,-0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,225,320,180,1355,900,800
Daniel Cormier,Derrick Lewis,-380,315,26.3158,315,11/3/2018,"New York City, New York, USA", USA,Red,TRUE,Heavyweight,MALE,5,0,3,0,27.6667,0.552,0,0.3333,0.222,6,3,34,0,0,1,1,10,0,0,12,Orthodox,190.5,200.66,260,0,2,0,50.5,0.549,0.5833,1.4167,0.371,4,2,34,7,0,1,3,3,3,0,10,Orthodox,180.34,182.88,235,39,33,0,1,2,2,-1,0,-7,7,-3,10.16,17.78,6,-22.8333,-0.5833,-1.0833,0,2,0,,,,,0,0,,,,,,,1,,,,,2,,,,,,,,,Red,SUB,Rear Naked Choke,2,2:14,434,1040,2000,150,3300,125,375
Chris Weidman,Jacare Souza,-160,140,62.5,140,11/3/2018,"New York City, New York, USA", USA,Blue,FALSE,Middleweight,MALE,3,1,0,0,22.5455,0.502,0.7273,1.1818,0.331,5,3,20,0,0,0,1,3,4,0,8,Orthodox,185.42,182.88,185,0,1,0,30.5385,0.466,0.7692,2.7692,0.638,9,3,32,5,0,0,3,4,3,0,10,Orthodox,187.96,198.12,185,34,38,-1,-1,-4,-2,0,-12,-5,-1,1,-2.54,-15.24,-4,-7.993,-0.042,-1.5874,0,,3,,,,,,,3,,,,,,,,,,,,,,,,,,,,Red,KO/TKO,Punches,3,2:46,766,175,450,2000,450,175,500
David Branch,Jared Cannonier,-325,265,30.7692,265,11/3/2018,"New York City, New York, USA", USA,Blue,FALSE,Middleweight,MALE,3,2,0,0,33.2857,0.499,0,0.1429,0.143,2,4,15,0,0,0,1,2,0,0,3,Switch,180.34,195.58,185,0,1,0,18,0.417,0,1.5714,0.354,2,3,17,0,0,1,2,1,0,0,4,Orthodox,185.42,198.12,185,37,34,-2,-1,0,-1,-1,-2,0,1,0,-5.08,-2.54,3,15.2857,0,-1.4286,0,,7,,,,,,,7,,,,,,,,,,,,,,,,,,,,Red,KO/TKO,Punches,2,0:39,339,125,550,275,2500,350,550
Karl Roberson,Jack Marshman,-325,265,30.7692,265,11/3/2018,"New York City, New York, USA", USA,Red,FALSE,Middleweight,MALE,3,1,0,0,31,0.248,0,0,0,1,2,8,0,0,0,1,1,0,0,2,Orthodox,182.88,185.42,185,1,0,0,10.5,0.695,1,0.5,0.5,1,1,2,0,0,0,0,0,1,0,1,Southpaw,185.42,187.96,205,28,28,0,0,0,1,-1,6,0,1,-1,-2.54,-2.54,0,20.5,-1,-0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,350,500,225,1250,190,550
Derek Brunson,Israel Adesanya,245,-290,245,34.4828,11/3/2018,"New York City, New York, USA", USA,Blue,FALSE,Middleweight,MALE,3,0,3,0,76,0.567,0.3333,0,0,3,0,10,0,0,1,1,1,0,0,3,Switch,193.04,203.2,185,1,0,0,19.6923,0.456,0.2308,1,0.11,5,4,21,0,0,0,2,6,1,0,9,Southpaw,185.42,195.58,185,34,29,1,3,-2,-6,4,-11,0,-5,-1,7.62,7.62,5,56.3077,0.1026,-1,0,9,6,,,,,,,6,,,,,,,,,,,,,9,,,,,,,Red,KO/TKO,Punches,1,4:51,291,500,225,1400,1000,625,-110
Jason Knight,Jordan Rinaldi,-300,250,33.3333,250,11/3/2018,"New York City, New York, USA", USA,Blue,FALSE,Featherweight,MALE,3,1,0,0,10.3333,0.413,0.6667,0.6667,0.093,1,2,5,0,0,0,0,0,1,0,1,Orthodox,177.8,182.88,145,3,0,0,40.75,0.361,1.625,1.25,0.301,4,4,21,0,0,1,1,1,1,0,4,Orthodox,177.8,180.34,145,26,31,2,0,-3,-3,2,-16,0,-1,0,0,2.54,-5,-30.4167,-0.9583,-0.5833,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,275,350,300,1000,175,1200
Sijara Eubanks,Roxanne Modafferi,-600,450,16.6667,450,11/3/2018,"New York City, New York, USA", USA,Red,FALSE,Women's Flyweight,FEMALE,3,0,1,0,75,0.307,0.3333,1,0.407,1,2,10,1,0,0,0,1,0,0,1,Orthodox,170.18,175.26,125,0,1,0,75,0.35,0,2,0.5,1,0,3,0,0,0,1,0,0,0,1,Orthodox,162.56,170.18,135,33,36,0,0,0,0,-2,7,1,1,0,7.62,5.08,-3,0,0.3333,-1,0,7,4,4,,,,,,,,,,,,,7,,,,,,,,,,,,,Red,U-DEC,,3,5:00,900,-220,700,550,1300,450,1600
Julio Arce,Sheymon Moraes,-255,215,39.2157,215,11/3/2018,"New York City, New York, USA", USA,Blue,FALSE,Featherweight,MALE,3,0,1,0,45.5,0.5,0,0,0,1,1,6,0,0,0,1,0,0,0,1,Orthodox,172.72,182.88,145,0,2,0,67.5,0.35,0.5,0,0,2,0,6,0,0,0,1,0,1,0,2,Southpaw,170.18,177.8,145,29,28,0,-1,-1,-1,-1,0,0,0,-1,2.54,5.08,1,-22,-0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,-140,350,350,1400,900,950
Lyman Good,Ben Saunders,-630,465,15.873,465,11/3/2018,"New York City, New York, USA", USA,Red,FALSE,Welterweight,MALE,3,1,0,0,26,0.542,0.5625,0.125,0.125,3,7,32,0,0,1,2,3,3,0,9,Orthodox,187.96,195.58,170,1,0,0,65,0.48,0,0.5,0.5,1,1,5,0,0,0,0,1,0,0,1,Orthodox,182.88,187.96,170,33,35,0,0,2,8,-6,27,0,2,3,5.08,7.62,-2,-39,0.5625,-0.375,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1,1:32,92,400,1000,800,1200,-250,1400
Shane Burgos,Kurt Holobaugh,-400,325,25,325,11/3/2018,"New York City, New York, USA", USA,Red,FALSE,Featherweight,MALE,3,2,0,0,71.5,0.445,1,1,0.415,0,2,6,0,0,0,0,0,0,0,0,Orthodox,180.34,177.8,155,1,0,0,85.25,0.455,0,0.5,0.5,3,1,12,0,0,0,2,1,0,0,3,Orthodox,180.34,190.5,145,27,32,-1,0,-3,-3,-1,-6,0,-1,0,0,-12.7,-5,-13.75,1,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Armbar,1,2:11,131,160,750,900,1000,130,550
Adam Wieczorek,Marcos Rogerio de Lima,-170,150,58.8235,150,11/3/2018,"New York City, New York, USA", USA,Blue,FALSE,Heavyweight,MALE,3,1,0,0,12.8571,0.561,0.4286,0,0,2,3,8,0,0,0,0,3,1,0,4,Orthodox,185.42,190.5,253,0,2,0,27.5,0.46,0.5,0,0,2,0,5,0,0,0,1,0,1,0,2,Orthodox,195.58,205.74,250,26,33,-1,-2,0,2,-3,3,0,3,0,-10.16,-15.24,-7,-14.6429,-0.0714,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,425,,100,,750,
Volkan Oezdemir,Anthony Smith,-160,140,62.5,140,10/27/2018,"Moncton, New Brunswick, Canada", Canada,Blue,FALSE,Light Heavyweight,MALE,5,0,2,0,29.5556,0.501,0.2222,0.3333,0.081,3,3,19,0,0,0,1,5,0,0,6,Orthodox,193.04,193.04,205,1,0,0,34.25,0.563,0,0,0,3,1,7,1,0,1,0,2,0,0,3,Orthodox,187.96,190.5,205,29,30,1,2,0,3,-2,12,-1,3,0,5.08,2.54,-1,-4.6944,0.2222,0.3333,0,10,2,,,,,,2,,,,,,,,,,,,,10,,,,,,,,Red,SUB,Rear Naked Choke,3,4:26,866,1400,800,1800,850,-160,180
